,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,T,Method
0,3.0097998851171064,2.9501974889994247,3.0399650182894,2.977964000452955,2.977798744678789,2.95223685753351,3.028083472460984,3.0308810810550044,0.0,0.003114313619739143,0.0,0.001682615139442989,0.0026519051366774345,0.004060879631144536,0.0,0.0,0.002049740429812643,0.00016092405346438825,0.0,0.0,0.0,0.0,0.010555152355262252,0.00879792104728272,0,AdMALTS
1,0.5423736492023319,5.293832804432606,5.44227002556096,0.544096147049428,5.366140789682375,0.541442436232733,0.5524346863569096,5.377950690001143,0.0,0.0,0.0694192927427327,0.0,0.0,0.01995233963327836,0.0,0.04257202434305897,0.06258134873163448,0.10421656427271242,0.0,0.0,0.0,0.0,0.0,0.040717201758097066,1,AdMALTS
2,1.4276368533363295,2.5550630509399386,2.554242421158067,1.5739309776381145,2.5757774137886806,1.4056879751689115,1.5541030900311792,3.0769257135798673,0.28423962548125803,0.6160511601541202,0.2514653087012857,0.5684366158254182,0.4565260461386928,0.7918488618844503,0.3084404730476335,0.30521087749033105,0.2528107692448805,0.5387826342480757,0.26935330651632833,0.43902221510427664,0.4324676631914845,0.1808883019149714,0.45247273028346413,0.380598071609667,0,MALTS
3,2.9910228189001216,2.994370766153165,2.930693826076063,3.0162165782318384,2.9740236818572163,3.0452828435915618,3.0664098912182913,2.9569290258995413,0.000674333307905596,0.0,0.0,0.0,0.0,0.005184416582252149,0.0,0.0,0.0021924571359240117,0.0,0.003324073015626882,0.004518787132226562,0.007039045704317741,0.0,0.0,0.0021174551939503916,0,AdMALTS
4,4.477081007627341,0.5164823778429986,4.32246495837135,0.5399225858718184,0.3993101034572505,4.529094114530493,4.6438890795569785,4.359895465759737,0.0,0.045946323450628976,0.012424485668312094,0.02104134904266098,0.0,0.0,0.0,0.0,0.03811955491353761,0.0,0.006146262094332486,0.0,0.01894784398387196,0.012249576491028851,0.0,0.056984911337659164,1,AdMALTS
5,2.4955810264619904,1.7250214625249234,2.7737092703166724,1.7604939863197433,1.0041030754964788,2.3756809988086256,3.038074938737366,2.3461371394984583,0.6327481077229163,0.7109765261782454,0.5800612539006821,0.040678293197889036,0.18564960945716927,0.2901226717466773,0.9382056783784466,0.044065367867234535,0.7120422580156608,0.10319800513305573,0.07966046405623847,0.6551517743138014,0.15965411446005595,0.008233855050978,0.4225902076745691,0.3148092966958474,0,MALTS
6,3.0125041264285493,2.981705746940808,3.02602748641989,2.937980034656867,2.978751074092977,2.9814458263354746,3.04616628173029,3.019181770855664,0.011594068666663692,0.0,0.0,0.0,0.0,0.0008281932258630931,0.001827375968227693,0.0,0.0,0.0,0.0,0.0019880146787237918,0.0,0.0,0.0,0.0,0,AdMALTS
7,5.363129949409607,0.6024285176858724,0.6818652738013213,5.264674894728096,5.20671859606424,0.8025833242544296,5.374131769898987,0.55125002402794,0.005697109142581001,0.0,0.0,0.0,0.0,0.08527583022013552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06224471076678888,1,AdMALTS
8,3.420186267252501,2.1081601679730553,1.8151731607579245,3.342633147401468,3.0402109091612326,2.1066983516359703,3.5462349275449343,1.9819930785564395,0.1654206786176423,0.10378957494145162,0.6408179647171678,0.766644999423183,0.5430650612601763,0.6371896406683074,0.7347254716601389,0.6728438812814651,0.406627276040966,0.9003728112223992,0.588067195841787,0.733427444290841,0.5133314332465932,0.6643521429666854,0.327498258223529,0.7019466896735437,0,MALTS
9,2.9297605979918537,3.0353683351256153,3.020669324983688,3.0131583908986066,3.018020084169918,2.952558756638478,3.0104706530358807,2.9806003658296683,0.0,0.0,0.0,0.00033501251967191806,0.0,0.015481750465752463,0.0015418128464188044,0.004054210931363703,0.0006096448196631962,0.0014711314250368743,0.0,0.007984984340859168,0.0009464264033517754,0.0,0.0,0.006968517574174122,0,AdMALTS
