,Linear LAP,"Non-parametric
LAP",LCM
0,4.086964893404925,9.549197392082235,4.837578827890873
1,3.4740917897503607,9.173528085618415,9.173528085618415
2,5.859716245565956,24.893271812617208,21.392888729889272
3,5.12767056382652,3.021023631829845,14.460727597167846
4,10.247830154665095,27.842310502865388,1.9924544840723257
5,3.3588549914018486,16.953809161494334,7.585633542659558
6,4.4999716831215935,4.4999716831215935,16.261909828949623
7,0.05571244739878978,10.294256670503529,3.562455627931328
8,7.215191714503149,2.2623371285356484,23.184207888913136
9,5.690083544479563,1.1859024719844058,0.996938083858808
10,14.680535455090407,2.381742185488349,32.53912951763441
11,3.3992297655694728,8.628484737347264,1.6395666244015956
12,11.876767620996006,11.876767620996006,71.63165132190373
13,10.448224565007404,74.65079919581248,67.01410610918276
14,0.2857725257210717,7.312653980378457,16.280827128795025
15,5.297052898598097,13.100673633328721,23.709856452026695
16,4.9608020702422735,10.28179650586491,7.115204412328275
17,4.587336954665737,20.466083920547426,7.893955217925658
18,5.169897502609473,16.98986846880912,13.582616112712543
19,4.06630880007274,19.51980504057817,11.067404842134096
20,5.701535371195824,11.385434100240595,17.91364191020289
21,0.77452197896298,3.5204663837861148,21.458396720143597
22,5.579022356309224,23.259665985321476,22.640041878533708
23,1.1029873077663073,13.064812469529128,8.61871612781396
24,7.029063236030934,12.539297180616732,12.539297180616732
25,1.4874829547857331,37.567591740327515,20.872507736085296
26,1.9171635965313056,13.39499696031152,1.9171635965313056
27,2.501573256451856,6.469065011979708,14.889920168099984
28,4.695448105214737,5.389628461715219,0.565382432849546
29,1.5642370428124934,11.060329148462046,11.30671561961556
30,8.165453711755411,10.690842708260195,38.96176129342437
31,0.4603540121406482,15.740446638267105,9.465183717708857
32,6.545381630245913,2.169630214827542,0.5963601065805975
33,6.021638083342836,19.994896031189455,13.911343100294218
34,5.754103328377795,27.215590833900563,27.215590833900563
35,1.7791899135067126,4.309170821219624,7.189374243543526
36,12.028238235981433,0.41433842663792575,5.1286335562230505
37,2.36800294919955,29.463330781275964,4.769299319705112
38,3.816285349342408,2.3429253442170292,3.366419592682419
39,4.777933841891063,11.785554994230658,6.591340154012229
40,3.543263971231271,2.0551239112492627,4.897209270502108
41,2.310038759007682,3.2227910969133973,3.2227910969133973
42,10.031546134235583,13.072204192663762,7.7749327550985186
43,3.4362221526401413,17.35271044561989,1.2957389939367872
44,1.1001260176608554,2.2292669588357725,2.9017292979007934
45,4.095278873328752,12.593640050783705,22.418414858970266
46,0.9347879967798391,20.894928905790877,31.192401737261
47,2.0697157507844146,6.096130802050318,24.25648483778601
48,3.5969587316057687,3.5969587316057687,23.354849818008084
49,8.704672099674617,6.686426968107824,32.29757323512955
50,3.065883504700949,6.794381680927174,6.794381680927174
51,5.762472316987456,20.162866877995512,14.24243931899126
52,19.07898676203869,43.516897836503304,8.84143685517261
53,4.237332957119179,2.8644349705303895,4.314997450643482
54,12.110990128471101,15.19853734005234,46.993999448373685
55,6.711380031580902,12.96931743294887,9.69104117690945
56,1.4818665993049507,17.427120167145787,33.361495538016804
57,5.7321912425131885,0.7965089502310576,14.153264858496904
58,4.840248199909183,14.362508600487786,22.794264072620223
59,7.713095057766559,7.612515679726036,25.36265287634007
60,1.2099674763230865,1.2714810690515606,3.9555701725135606
61,0.20466808300309935,2.20610251507091,16.295211573060826
62,22.211189042791126,13.018721347570926,40.266809630881234
63,16.862782732226137,13.838792027368854,8.140207543515729
64,3.2198991664677834,17.678865804079656,14.965350534420317
65,2.3610669395179027,2.1094000789692675,11.85219002903035
66,10.24507583527555,12.327770999893044,37.15912927115385
67,6.740662842055258,1.4914750715431921,15.76541183210631
68,6.788793145757197,20.906431658307454,20.766106195209247
69,4.752364255034109,8.68930437614371,21.506349587120496
70,4.277165307208882,2.3060152422260245,1.244349089665711
71,2.6130010915434383,6.3049972516678565,11.482525066976457
72,5.7188717173528545,9.020928000344497,11.18596062399915
73,3.060294649788574,4.301559099149358,28.758052820646398
74,3.02526292640232,54.591348814033836,38.52702279975238
75,1.7450760389668005,26.01233128262146,17.902564118901623
76,4.34007601266447,5.097416818692788,10.423215669896813
77,9.438402870238406,28.641275471911996,15.479888744055287
78,21.85846642186857,5.171752896554125,40.31156477157245
79,13.664906913612526,13.716942272401539,3.599036366570047
80,4.959807660729155,2.8792428947855697,11.653934015208662
81,19.236135791638553,19.236135791638553,19.236135791638553
82,9.171110405109346,14.921082988169161,8.623492338272385
83,17.313875396785882,16.07638984208362,50.87201636167339
84,4.942629753136579,9.743851892693675,25.269856712999328
85,1.711850952924216,0.03001336465394644,6.575170323644372
86,7.389882489415427,25.119791139066578,14.762144750471435
87,13.281619197599952,11.140480657138113,54.980750125421764
88,4.9210927635386525,11.594494480817247,0.5589752322130579
89,5.673151220317422,22.055113115788384,69.00427096323108
90,6.940966345607336,21.459614896347233,29.80325235042821
91,1.6228385747448542,28.41746418287115,38.759966625255274
