,Linear LAP,"Non-parametric
 LAP",LCM
0,20.52858939692163,21.693098555197935,35.46769082564208
1,3.3800464044986427,7.737729267290575,8.512669516061067
2,12.375382192402327,1.0450042938322497,3.0755948389391676
3,14.579009453330537,2.471309131844267,7.7689909003383395
4,33.55046274066806,27.913360782868963,33.862690693682914
5,7.140369592049216,2.4069129297719094,11.413244662520068
6,3.249436013783807,13.160420040664306,13.314840516353158
7,26.649557413241524,1.6358425341360956,48.34021301363134
8,35.84819689610598,9.77057853403069,23.922825007763812
9,16.85895700207057,12.518069495972867,44.92308066303006
10,5.255849628096939,14.895871823951772,26.88406976050652
11,1.4152508808372746,1.4152508808372746,1.8644849596377302
12,9.338263302323512,6.956780873275766,5.550884460767206
13,14.564052378866535,7.102474011207789,20.612229687895237
14,4.271276349733782,0.20450220697490806,6.308139395734706
15,6.505466497455814,6.505466497455814,24.03466253497882
16,4.773438415128929,5.3299707006681345,3.9148312082869694
17,9.848629200174138,8.38879887421787,28.023364849847134
18,12.69175944217939,22.666515636017408,23.205842947373995
19,6.190254189071226,13.17372929981208,3.454340078290663
20,1.2107932899037408,12.214296235194354,4.795577791419454
21,0.11798497931926022,14.405295123215254,39.570242053479305
22,1.6430890591158018,1.6430890591158018,8.973834391655917
23,2.605148426337564,2.605148426337564,2.605148426337564
24,1.1238117402967776,0.47080298840028156,4.300485911484614
25,2.4397470349472314,2.4503887182782833,9.454592385908256
26,3.1267367588780086,20.732264637752532,54.8584599771055
27,3.095175114189523,0.2491189795227129,11.371548568533555
28,2.328148517404447,18.004688062550017,2.328148517404447
29,2.540230436814504,3.577450650969581,13.185618606225688
30,3.5288336603542163,23.231833252121938,15.647899919601059
31,1.639544693846191,0.044929965149131945,19.927649013061412
32,5.0624662747996325,5.698119802935281,0.7097131580425469
33,11.837818621366154,49.088322210189986,32.00032066283636
34,1.9841525772664284,8.476233902567927,23.07857506918424
35,2.785663366993589,12.138265430896439,2.2134763668021336
36,6.2485427690897595,4.946203024339837,7.4391923249498575
37,4.005854542227048,18.034820015979747,1.5379292552895336
38,11.911197324201844,8.684692146747324,7.943358712416369
39,3.1726226368682617,10.82773737839986,4.67117454706473
40,5.581943986726797,5.938566558984197,14.854776832406904
41,2.803797030570685,7.007172880106545,3.714860162717528
42,4.613234334494052,6.3674778492072335,7.390885734636342
43,3.2510240377747963,28.89168143647324,23.879089227101446
44,6.792384576848613,10.660057116748604,8.813241648917018
45,0.27364638078714876,8.456790879198579,15.675785847038597
46,0.2558395940523859,5.719740482994197,3.8034981145391384
47,4.997615963508473,1.516746770227229,5.973354859853632
48,3.5066428889164314,26.167178709103638,25.00794851313711
49,5.18025041705252,10.910791832720438,7.82724669758678
50,3.839780242065018,4.680301189197486,22.669775994498004
51,2.041350541138325,13.635189004007247,23.196074507407783
52,1.4349988468497017,0.012633658525970759,7.920686633409275
53,7.1689024855785375,7.1689024855785375,18.376919931823558
54,5.907733047719482,22.66229059603696,47.194122699810066
55,6.2095441551525,17.57704893940403,17.70106833752139
56,8.178854303301076,6.457131987643888,29.606669918139076
57,11.409178758239882,2.59503062443401,18.72157005603038
58,2.9884448852986694,3.0869984629881984,3.793021753613573
59,5.233469889589358,2.2087482988633127,4.680814993370639
60,2.2380958829607422,8.562211853552004,18.355710020169333
